Name,Time,Cumulative PnL
TestInstance,2022-Mar-02 18:17:47.047909,13204.556600
TestInstance,2022-Mar-02 18:18:47.150309,13338.746600
TestInstance,2022-Mar-02 18:19:49.475838,12995.816600
TestInstance,2022-Mar-02 18:20:54.123048,12995.816600
TestInstance,2022-Mar-02 18:22:04.649954,13219.466600
TestInstance,2022-Mar-02 18:23:13.126541,12965.996600
TestInstance,2022-Mar-02 18:24:22.487653,12995.816600
TestInstance,2022-Mar-02 18:25:31.695194,12846.716600
TestInstance,2022-Mar-02 18:26:33.592509,12637.976600
TestInstance,2022-Mar-02 18:27:43.277797,12637.976600
TestInstance,2022-Mar-02 18:28:49.239045,13234.376600
TestInstance,2022-Mar-02 18:30:00.108987,13234.376600
TestInstance,2022-Mar-02 18:31:03.012379,13398.386600
TestInstance,2022-Mar-02 18:32:14.915906,13547.486600
TestInstance,2022-Mar-02 18:33:19.467403,13696.586600
TestInstance,2022-Mar-02 18:34:31.115542,14635.916600
TestInstance,2022-Mar-02 18:35:34.157463,13950.056600
TestInstance,2022-Mar-02 18:36:36.708411,14248.256600
TestInstance,2022-Mar-02 18:37:41.883869,14248.256600
TestInstance,2022-Mar-02 18:38:47.949266,14248.256600
TestInstance,2022-Mar-02 18:39:50.035346,14248.256600
TestInstance,2022-Mar-02 18:40:56.798338,14248.256600
TestInstance,2022-Mar-02 18:42:00.017275,13845.686600
TestInstance,2022-Mar-02 18:43:17.753451,13532.576600
TestInstance,2022-Mar-02 18:44:27.451081,14009.696600
TestInstance,2022-Mar-02 18:45:36.144212,13890.416600
TestInstance,2022-Mar-02 18:46:48.924606,13890.416600
TestInstance,2022-Mar-02 18:48:01.031280,13264.196600
TestInstance,2022-Mar-02 18:49:08.325672,13189.646600
TestInstance,2022-Mar-02 18:50:19.737304,13115.096600
TestInstance,2022-Mar-02 18:51:26.395812,13115.096600
TestInstance,2022-Mar-02 18:52:37.656712,13622.036600
TestInstance,2022-Mar-02 18:53:46.086671,13622.036600
TestInstance,2022-Mar-02 18:54:52.356933,13696.586600
TestInstance,2022-Mar-02 18:55:59.898273,14427.176600
TestInstance,2022-Mar-02 18:57:02.767746,14516.636600
TestInstance,2022-Mar-02 18:58:08.472157,14516.636600
TestInstance,2022-Mar-02 18:59:14.368983,14516.636600
TestInstance,2022-Mar-02 19:00:20.508591,13383.476600
TestInstance,2022-Mar-02 19:01:28.277243,13383.476600
TestInstance,2022-Mar-02 19:02:36.268196,13860.596600
TestInstance,2022-Mar-02 19:03:39.181347,13950.056600
TestInstance,2022-Mar-02 19:04:50.089760,14606.096600
TestInstance,2022-Mar-02 19:05:57.386221,14606.096600
TestInstance,2022-Mar-02 19:07:00.140943,14665.736600
TestInstance,2022-Mar-02 19:08:15.103738,14665.736600
TestInstance,2022-Mar-02 19:09:26.152826,14844.656600
TestInstance,2022-Mar-02 19:10:29.042405,14844.656600
TestInstance,2022-Mar-02 19:11:31.818415,14844.656600
TestInstance,2022-Mar-02 19:12:45.270544,14844.656600
TestInstance,2022-Mar-02 19:13:56.569027,14844.656600
TestInstance,2022-Mar-02 19:15:00.525321,14844.656600
TestInstance,2022-Mar-02 19:16:01.665075,14218.436600
TestInstance,2022-Mar-02 19:17:09.592212,13979.876600
TestInstance,2022-Mar-02 19:18:13.096579,13979.876600
TestInstance,2022-Mar-02 19:19:18.397978,14278.076600
TestInstance,2022-Mar-02 19:20:21.887667,14099.156600
TestInstance,2022-Mar-02 19:21:27.000196,13830.776600
TestInstance,2022-Mar-02 19:22:32.738777,13144.916600
TestInstance,2022-Mar-02 19:23:46.338769,12757.256600
TestInstance,2022-Mar-02 19:24:59.956162,12757.256600
TestInstance,2022-Mar-02 19:26:02.489502,12160.856600
TestInstance,2022-Mar-02 19:27:06.500646,12429.236600
TestInstance,2022-Mar-02 19:28:06.873348,11892.476600
TestInstance,2022-Mar-02 19:29:12.358729,12131.036600
TestInstance,2022-Mar-02 19:30:14.267941,12637.976600
TestInstance,2022-Mar-02 19:31:18.972943,12637.976600
TestInstance,2022-Mar-02 19:32:29.687081,12637.976600
TestInstance,2022-Mar-02 19:33:41.099892,12637.976600
TestInstance,2022-Mar-02 19:34:50.966066,12637.976600
TestInstance,2022-Mar-02 19:36:01.082673,12816.896600
TestInstance,2022-Mar-02 19:37:09.069641,13055.456600
TestInstance,2022-Mar-02 19:38:17.495481,13264.196600
TestInstance,2022-Mar-02 19:39:23.312314,13085.276600
TestInstance,2022-Mar-02 19:40:33.888538,13085.276600
TestInstance,2022-Mar-02 19:41:38.810330,13085.276600
TestInstance,2022-Mar-02 19:42:41.886341,14069.336600
TestInstance,2022-Mar-02 19:43:57.837714,13890.416600
TestInstance,2022-Mar-02 19:45:05.680344,13890.416600
TestInstance,2022-Mar-02 19:46:10.719598,13890.416600
TestInstance,2022-Mar-02 19:47:17.675566,13681.676600
TestInstance,2022-Mar-02 19:48:21.833586,12772.166600
TestInstance,2022-Mar-02 19:49:24.427412,12995.816600
TestInstance,2022-Mar-02 19:50:35.506543,13413.296600
TestInstance,2022-Mar-02 19:51:45.017837,13413.296600
TestInstance,2022-Mar-02 19:52:47.549063,12965.996600
TestInstance,2022-Mar-02 19:53:50.732439,11996.846600
TestInstance,2022-Mar-02 19:54:56.532561,11996.846600
TestInstance,2022-Mar-02 19:56:04.006905,11952.116600
TestInstance,2022-Mar-02 19:57:14.323684,11206.616600
TestInstance,2022-Mar-02 19:58:24.261483,11087.336600
TestInstance,2022-Mar-02 19:59:33.436219,11087.336600
TestInstance,2022-Mar-02 20:00:40.381413,10968.056600
TestInstance,2022-Mar-02 20:01:42.264890,11892.476600
TestInstance,2022-Mar-02 20:02:45.957821,12205.586600
TestInstance,2022-Mar-02 20:03:51.338434,12205.586600
TestInstance,2022-Mar-02 20:04:55.068036,12757.256600
TestInstance,2022-Mar-02 20:05:57.931713,12548.516600
TestInstance,2022-Mar-02 20:07:04.398902,12548.516600
TestInstance,2022-Mar-02 20:08:09.274500,12399.416600
TestInstance,2022-Mar-02 20:09:24.683560,12399.416600
TestInstance,2022-Mar-02 20:10:32.223598,12056.486600
TestInstance,2022-Mar-02 20:11:37.020180,12339.776600
TestInstance,2022-Mar-02 20:12:43.974694,11922.296600
TestInstance,2022-Mar-02 20:13:52.722128,11922.296600
TestInstance,2022-Mar-02 20:14:57.070788,11296.076600
TestInstance,2022-Mar-02 20:15:59.288259,10580.396600
TestInstance,2022-Mar-02 20:17:02.269884,10595.306600
TestInstance,2022-Mar-02 20:18:08.182232,11057.516600
TestInstance,2022-Mar-02 20:19:14.473349,11057.516600
TestInstance,2022-Mar-02 20:20:17.192307,11057.516600
TestInstance,2022-Mar-02 20:21:22.445884,11057.516600
TestInstance,2022-Mar-02 20:22:29.727245,11057.516600
TestInstance,2022-Mar-02 20:23:35.015714,12071.396600
TestInstance,2022-Mar-02 20:24:38.593395,11653.916600
TestInstance,2022-Mar-02 20:25:41.536325,11653.916600
TestInstance,2022-Mar-02 20:26:44.663450,11653.916600
TestInstance,2022-Mar-02 20:27:47.683833,11952.116600
TestInstance,2022-Mar-02 20:28:51.677280,11952.116600
TestInstance,2022-Mar-02 20:29:54.597777,11952.116600
TestInstance,2022-Mar-02 20:31:02.100869,12459.056600
TestInstance,2022-Mar-02 20:32:12.878545,12787.076600
TestInstance,2022-Mar-02 20:33:16.861431,12787.076600
TestInstance,2022-Mar-02 20:34:24.196163,12787.076600
TestInstance,2022-Mar-02 20:35:30.619426,12787.076600
TestInstance,2022-Mar-02 20:36:32.876232,12936.176600
TestInstance,2022-Mar-02 20:37:35.380866,13413.296600
TestInstance,2022-Mar-02 20:38:39.484009,13413.296600
TestInstance,2022-Mar-02 20:39:41.594509,12816.896600
TestInstance,2022-Mar-02 20:40:42.779985,12816.896600
TestInstance,2022-Mar-02 20:41:46.483475,12816.896600
TestInstance,2022-Mar-02 20:42:47.956162,12295.046600
TestInstance,2022-Mar-02 20:43:50.857932,12160.856600
TestInstance,2022-Mar-02 20:44:53.799522,12637.976600
TestInstance,2022-Mar-02 20:45:57.311266,12816.896600
TestInstance,2022-Mar-02 20:47:02.074867,12816.896600
TestInstance,2022-Mar-02 20:48:06.510736,12995.816600
TestInstance,2022-Mar-02 20:49:08.382068,13055.456600
TestInstance,2022-Mar-02 20:50:10.285260,13592.216600
TestInstance,2022-Mar-02 20:51:11.249218,13592.216600
TestInstance,2022-Mar-02 20:52:11.529728,13860.596600
TestInstance,2022-Mar-02 20:53:12.018347,13383.476600
TestInstance,2022-Mar-02 20:54:12.708773,13144.916600
TestInstance,2022-Mar-02 20:55:16.543920,12593.246600
TestInstance,2022-Mar-02 20:56:18.070462,11445.176600
TestInstance,2022-Mar-02 20:57:19.158167,11355.716600
TestInstance,2022-Mar-02 20:58:19.953935,10878.596600
TestInstance,2022-Mar-02 20:59:20.444496,10610.216600
TestInstance,2022-Mar-02 21:13:43.636731,11460.086600
TestInstance,2022-Mar-02 21:15:52.106983,11460.086600
TestInstance,2022-Mar-02 21:17:25.152270,11460.086600
TestInstance,2022-Mar-02 21:18:55.671695,11460.086600
TestInstance,2022-Mar-03 05:00:00,11460.086600
TestInstance,2022-Mar-03 13:00:23.954334,11460.086600
TestInstance,2022-Mar-03 13:02:14.287507,11460.086600
TestInstance,2022-Mar-03 13:04:24.780165,11460.086600
TestInstance,2022-Mar-03 13:07:08.841352,11460.086600
TestInstance,2022-Mar-03 13:08:40.202476,11460.086600
TestInstance,2022-Mar-03 13:10:13.869939,11460.086600
TestInstance,2022-Mar-03 13:15:04.145133,11460.086600
TestInstance,2022-Mar-03 13:17:28.299715,11460.086600
TestInstance,2022-Mar-03 13:18:49.150035,11460.086600
TestInstance,2022-Mar-03 13:20:56.918561,11460.086600
TestInstance,2022-Mar-03 13:22:58.042245,11460.086600
TestInstance,2022-Mar-03 13:24:12.965710,11460.086600
TestInstance,2022-Mar-03 13:25:35.890443,11460.086600
TestInstance,2022-Mar-03 13:27:05.240678,11460.086600
TestInstance,2022-Mar-03 13:29:15.627960,11460.086600
TestInstance,2022-Mar-03 13:30:41.023858,11460.086600
TestInstance,2022-Mar-03 13:31:55.433315,11460.086600
TestInstance,2022-Mar-03 13:33:12.776677,11460.086600
TestInstance,2022-Mar-03 13:34:29.430520,11460.086600
TestInstance,2022-Mar-03 13:37:07.503368,11460.086600
TestInstance,2022-Mar-03 13:39:09.557070,11460.086600
TestInstance,2022-Mar-03 13:40:34.471640,11460.086600
TestInstance,2022-Mar-03 13:41:35.134223,11460.086600
TestInstance,2022-Mar-03 13:42:44.177778,11460.086600
TestInstance,2022-Mar-03 13:44:26.416579,11460.086600
TestInstance,2022-Mar-03 13:45:31.370159,11460.086600
TestInstance,2022-Mar-03 13:47:35.287230,11460.086600
TestInstance,2022-Mar-03 13:48:57.045971,11460.086600
TestInstance,2022-Mar-03 13:50:17.185032,11460.086600
TestInstance,2022-Mar-03 13:51:39.394789,11460.086600
TestInstance,2022-Mar-03 13:52:51.557446,11460.086600
TestInstance,2022-Mar-03 13:53:55.060884,11460.086600
TestInstance,2022-Mar-03 13:56:03.827536,11460.086600
TestInstance,2022-Mar-03 13:57:30.629312,11460.086600
TestInstance,2022-Mar-03 13:59:19.786458,11460.086600
TestInstance,2022-Mar-03 14:00:33.258825,11460.086600
TestInstance,2022-Mar-03 14:01:40.281844,11460.086600
TestInstance,2022-Mar-03 14:02:48.460902,11460.086600
TestInstance,2022-Mar-03 14:03:55.396316,11460.086600
TestInstance,2022-Mar-03 14:05:13.356531,11460.086600
TestInstance,2022-Mar-03 14:06:26.081745,11460.086600
TestInstance,2022-Mar-03 14:07:48.304517,11460.086600
TestInstance,2022-Mar-03 14:08:52.796519,11460.086600
TestInstance,2022-Mar-03 14:10:16.943891,11460.086600
TestInstance,2022-Mar-03 14:11:34.075013,11460.086600
TestInstance,2022-Mar-03 14:12:55.065159,11460.086600
TestInstance,2022-Mar-03 14:14:09.081233,11460.086600
TestInstance,2022-Mar-03 14:15:37.631057,11460.086600
TestInstance,2022-Mar-03 14:16:38.700141,11460.086600
TestInstance,2022-Mar-03 14:17:39.045478,11460.086600
TestInstance,2022-Mar-03 14:18:49.799099,11460.086600
TestInstance,2022-Mar-03 14:19:55.217722,11460.086600
TestInstance,2022-Mar-03 14:21:09.878740,11460.086600
TestInstance,2022-Mar-03 14:22:24.798484,11460.086600
TestInstance,2022-Mar-03 14:23:28.582215,11460.086600
TestInstance,2022-Mar-03 14:24:32.942970,11460.086600
TestInstance,2022-Mar-03 14:25:37.902616,11460.086600
TestInstance,2022-Mar-03 14:26:42.469881,11460.086600
TestInstance,2022-Mar-03 14:27:42.681847,11460.086600
TestInstance,2022-Mar-03 14:29:14.949486,11460.086600
TestInstance,2022-Mar-03 14:30:15.300078,16544.287766
TestInstance,2022-Mar-03 14:31:16.449223,18213.647766
TestInstance,2022-Mar-03 14:32:18.061489,18198.742766
TestInstance,2022-Mar-03 14:33:20.348420,18154.027766
TestInstance,2022-Mar-03 14:34:21.825032,17915.547766
TestInstance,2022-Mar-03 14:35:23.508484,16961.627766
TestInstance,2022-Mar-03 14:36:26.052315,16931.817766
TestInstance,2022-Mar-03 14:37:32.953937,16693.337766
TestInstance,2022-Mar-03 14:38:38.691439,16126.947766
TestInstance,2022-Mar-03 14:39:42.973644,15784.132766
TestInstance,2022-Mar-03 14:40:45.279753,17378.967766
TestInstance,2022-Mar-03 14:41:48.311042,17170.297766
TestInstance,2022-Mar-03 14:42:52.143147,17796.307766
TestInstance,2022-Mar-03 14:43:57.333967,17915.547766
TestInstance,2022-Mar-03 14:44:59.840395,17915.547766
TestInstance,2022-Mar-03 14:46:01.292635,19137.757766
TestInstance,2022-Mar-03 14:47:03.437903,19376.237766
TestInstance,2022-Mar-03 14:48:08.063258,19376.237766
TestInstance,2022-Mar-03 14:49:10.544731,17274.632766
TestInstance,2022-Mar-03 14:50:13.931973,16708.242766
TestInstance,2022-Mar-03 14:51:18.950252,17140.487766
TestInstance,2022-Mar-03 14:52:28.961851,17021.247766
TestInstance,2022-Mar-03 14:53:32.576411,17065.962766
TestInstance,2022-Mar-03 14:54:36.989286,15784.132766
TestInstance,2022-Mar-03 14:55:42.379898,16678.432766
TestInstance,2022-Mar-03 14:56:45.741702,17021.247766
TestInstance,2022-Mar-03 14:57:48.233221,17378.967766
TestInstance,2022-Mar-03 14:59:00.009841,16574.097766
TestInstance,2022-Mar-03 15:00:07.668904,16574.097766
TestInstance,2022-Mar-03 15:01:09.504665,16574.097766
TestInstance,2022-Mar-03 15:02:14.789541,17021.247766
TestInstance,2022-Mar-03 15:03:21.525529,16797.672766
TestInstance,2022-Mar-03 15:04:26.048059,16290.902766
TestInstance,2022-Mar-03 15:05:31.597917,14845.117766
TestInstance,2022-Mar-03 15:06:44.190010,15173.027766
TestInstance,2022-Mar-03 15:07:47.470065,14636.396566
TestInstance,2022-Mar-03 15:08:58.249629,14546.976566
TestInstance,2022-Mar-03 15:10:03.603500,14874.866566
TestInstance,2022-Mar-03 15:11:13.549776,15277.381566
TestInstance,2022-Mar-03 15:12:17.417174,14785.571566
TestInstance,2022-Mar-03 15:13:23.042132,15679.706566
TestInstance,2022-Mar-03 15:14:29.601693,15053.816566
TestInstance,2022-Mar-03 15:15:40.953134,14770.381566
TestInstance,2022-Mar-03 15:16:49.669337,14337.856566
TestInstance,2022-Mar-03 15:17:53.341647,13920.606566
